emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,node
1.3600687,2.1272497,-0.27836207,-1.0271897,-0.6859391,2.700153,-0.7542646,2.673497,0
3.796057,0.7713155,3.3698401,4.7398815,-0.3820089,1.9545442,1.7776037,8.2586155,1
-0.4494127,1.0060447,-1.4714996,-0.4022349,1.1211075,0.6956974,-1.4963094,-1.3059487,2
-0.80603194,-1.3431882,-1.5476487,-0.8398164,0.12689194,0.7782741,-2.272825,-1.1991963,3
3.5212438,-1.2665857,3.8171144,3.382083,-0.12803352,2.9682465,2.004976,6.7770405,4
4.055248,-1.0532417,3.9859924,4.499322,0.082855344,3.25169,2.2095165,6.033554,17
1.8749399,-1.081543,3.9747465,2.9710526,-1.525454,2.7532759,1.7250797,6.077404,45
2.301673,3.329338,-0.24978274,3.3574905,1.151919,1.5576094,0.87277806,4.78102,60
4.1310687,0.112580925,3.4797888,5.1223254,0.54409075,2.430571,3.3949246,7.850247,83
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,87
0.879961,2.3863335,4.1007633,4.296204,0.054507375,2.5466666,1.548819,5.534524,112
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,340
3.9640238,1.3109512,2.227195,4.397353,0.2596928,0.5599806,1.3975121,8.59428,428
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,432
-0.6259828,0.66841817,3.5941544,3.6577733,-1.1455691,0.7351641,-0.46379292,5.448859,468
0.7612355,-0.7295953,2.936728,2.8975642,-0.5763639,3.056419,-0.60854876,1.7908304,503
0.5620197,1.9815645,0.7656799,2.484445,1.2805847,1.6160742,0.9591166,2.703697,526
2.8094993,2.9157252,2.212687,3.0749674,-0.8986743,1.4315704,3.2318428,9.185077,562
-0.6152427,-0.324949,-1.4753748,-0.30783904,0.8182856,2.5712302,-2.1264415,-0.7018307,588
0.48318732,0.37311575,2.7254057,1.3404838,-2.3779273,6.017159,1.1736637,6.7544127,627
-1.0963129,1.2977738,-2.188016,0.9842554,1.2865449,0.2277387,0.50738895,2.8159633,668
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,690
0.12237156,1.4111042,3.0451653,2.8128822,-1.6781459,3.7572026,0.7311113,2.578305,704
-0.5311563,2.0986807,-1.3501086,-0.2171689,0.3925453,0.43938166,-0.8447807,-0.2703577,711
-0.5261606,1.4237957,-1.3711815,1.0740433,0.08717039,3.3760314,1.244874,2.7439232,719
0.38997903,-0.36566398,4.2092323,3.7464569,-2.5837266,3.4132175,-0.635442,5.5098386,751
0.934463,0.86239874,0.3560689,0.27130988,-0.7819303,3.2124498,-0.40677044,2.0004325,775
0.60364836,2.1878476,1.5047626,3.091121,-1.5359828,-0.010167792,0.41868955,2.5163958,888
-0.17714931,0.36408707,-0.95421344,0.34919,0.4038195,2.2310371,-1.4897133,0.14235878,921
3.7948394,0.33001927,2.3298087,3.784576,1.3900207,0.68844074,3.1558611,8.756835,950
0.44292793,2.9136727,-0.31450146,1.1714624,0.07899642,3.4053988,-0.9399117,0.244497,1036
-0.10166479,0.25850073,-1.2506969,1.6302564,0.9791956,1.4728999,-0.44063532,-0.50914466,1105
-1.7975307,0.24007303,-0.91232187,1.2559314,-0.46187207,1.7191153,-1.3838058,0.24776903,1110
3.8684373,0.14011827,2.1630795,3.4155445,1.087961,0.81799847,3.015051,9.0887375,1137
-0.29682595,0.4505543,1.3566465,0.7930051,0.44933045,1.0881059,0.56746686,1.1413567,1189
-0.19006582,3.2554703,3.7222793,4.94196,0.21504068,-2.1056433,1.5618356,4.1695757,1208
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,1258
-2.8711052,0.8204904,1.9239366,3.8772404,-0.6486427,0.9874775,-0.4067851,2.554734,1275
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,1295
-0.66771716,0.58507746,-0.9933127,0.024364553,0.9794296,2.4630654,-2.4003036,0.022017367,1321
-1.4306766,1.0378662,2.2254577,5.017254,-0.13034815,-1.4406214,1.1221951,3.5635612,1438
-1.2439581,-0.88170046,0.331697,1.7748296,-0.30115288,-0.25220114,-0.015390381,0.078853495,1452
5.058805,1.4242806,3.2807157,4.961111,2.1863673,-0.041708276,3.412244,8.709597,1484
2.3373423,4.6612196,-1.8744621,1.2773529,1.9389946,2.3202505,1.2397743,-0.648303,1509
-0.6930648,0.84994274,-1.7538832,1.28692,-0.15954788,0.1043133,-1.8436573,-0.5877359,1514
-0.4989317,1.3398695,0.6492381,1.2832426,0.3279377,1.4808025,0.5229964,2.3913095,1533
3.0115912,-0.8072006,3.804809,3.8246295,-1.1212894,1.1868407,4.2928495,6.393455,1616
1.1357371,1.7598994,1.1028541,1.571639,0.57311666,1.1676983,-0.8687736,2.3745067,1621
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,1639
-0.41061357,0.16297397,-3.3248746,1.0300149,0.8360519,1.2250547,0.034222186,-2.6015487,1709
-0.70995814,1.4811059,-1.4742519,0.3349573,-0.4548881,2.0413404,-1.190694,-1.0480874,1729
1.1032652,1.243607,0.02565301,2.031895,0.61542845,1.4124376,0.7704418,-0.8231065,1808
-0.82856447,-0.49652633,1.4773071,3.322875,-0.7371366,1.5084147,1.1925482,3.7535522,1819
4.3477154,0.74584574,3.3588629,3.4521437,2.6231968,-0.19824512,5.048066,9.206738,1910
4.6066585,1.1798207,3.1923265,3.7484207,1.7861409,-0.27031636,3.3469627,9.341508,1915
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,1931
2.1153119,2.7067976,3.3752813,4.7101994,-0.5801393,0.18786229,1.9699787,6.644505,1955
1.4250447,0.6521062,2.8306026,3.9892802,-0.06839758,2.9915824,4.0367165,3.6207728,1966
4.3562427,0.5721734,2.4452028,5.11306,1.6762471,1.0023985,3.266822,7.9821215,1977
-1.6281943,1.090421,4.126535,4.5986323,-0.097682655,-0.011913165,0.67678297,2.7702975,1988
2.9491432,4.1110787,2.2021894,4.881855,-0.46275282,0.90653056,2.259664,4.8143272,1990
4.3477154,0.74584574,3.3588629,3.4521437,2.6231968,-0.19824512,5.048066,9.206738,2011
-0.08656136,-0.521283,0.820613,3.0422502,0.1032356,1.2791935,0.5682719,-0.34420127,2034
-0.23440872,0.7275103,3.3726668,1.8790282,0.0721882,5.7124486,1.2314671,4.3896856,2038
-1.4083711,1.4036722,1.4379776,1.5910571,-1.11666,2.5736475,-1.718761,-0.48621958,2122
0.49910456,0.19797441,-1.639459,-0.37511566,-0.04308945,2.759927,-1.891389,-1.0035259,2164
3.8756576,1.1358237,2.255459,3.5208664,0.8321288,1.8079002,3.7841213,9.813618,2190
0.6133934,0.08948377,1.9307526,4.478828,-0.18134767,1.0923101,2.9636884,4.239311,2222
1.2971977,3.1587677,0.7959648,4.0282574,1.1689285,0.61171085,3.5683177,8.756548,2229
4.213876,2.0747724,-0.109312706,0.43451446,1.9768143,3.1344593,2.799041,2.9314427,2235
1.5938102,2.0611095,2.8651657,1.5804939,0.5326439,4.019037,2.6464915,5.518833,2263
-0.5305007,0.15265587,3.6531482,3.6457148,0.9997258,-1.2972958,1.6924601,6.8476315,2282
1.0898508,0.29226452,0.2083239,1.6068634,0.2934562,2.0859869,-0.3048954,1.2681801,2433
0.53163135,2.8985693,0.33641252,3.794201,-1.1377295,0.29907233,2.5727005,8.287201,2436
1.4587436,-0.32150295,-0.9154813,0.66681373,0.9056721,3.0711596,-1.59876,-0.99197346,2454
1.044109,-2.9723277,3.4074059,2.12031,-2.2570217,4.7205224,0.9779655,4.4971943,2457
3.914578,1.2140846,2.3422613,4.6289687,0.730197,0.46422368,1.7005608,8.364718,2460
0.21760614,2.9572043,3.95565,5.458174,0.5534776,-4.0385194,2.4864118,5.304057,2469
-0.25081632,0.21793249,-0.2322937,1.5762126,0.8883889,0.7846922,0.3973491,-0.019115113,2565
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,2602
-0.29451716,0.68178225,-1.3520932,1.3516859,0.43643066,0.66415024,-0.7533035,1.3146843,2619
-0.3303214,1.0594001,2.2785707,2.4259446,-2.0979664,4.7311683,0.33518812,3.7111175,2640
4.630821,1.2356088,4.7465,5.898123,4.6998463,-0.32069522,3.7736094,7.918113,2687
4.748705,1.660403,2.9737573,4.307331,1.2211362,-0.42125267,2.3718834,9.211646,2743
0.4942987,0.26696035,2.1690297,4.305707,0.13585657,0.9771189,2.9482281,4.0456104,2752
2.1153119,2.7067976,3.3752813,4.7101994,-0.5801393,0.18786229,1.9699787,6.644505,2777
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,2926
-1.2622416,1.3871956,0.5993093,1.0657626,0.32384032,3.228715,-0.88170695,2.6217687,3005
2.2461708,-0.65060586,-0.34142452,0.4086045,0.5206388,4.864682,0.87434435,-0.08860258,3060
2.5993075,3.225903,2.66359,1.466228,0.8937061,4.0068555,3.693566,7.359546,3083
-0.63246965,-1.360276,-0.5622233,-1.1324584,-0.0308453,0.8631211,0.23198342,-1.5830016,3137
3.6253572,-0.104803294,2.4724288,3.6878328,2.1339326,0.77589744,4.7625923,8.448033,3173
0.89035773,-1.0868844,1.7098418,1.8558083,-0.16831005,3.329517,0.62029016,-0.061653502,3258
4.3477154,0.74584585,3.3588629,3.4521434,2.6231968,-0.19824527,5.048066,9.2067375,3262
2.3048873,3.4896007,3.6398368,6.869536,1.9710315,-1.158606,2.0821252,4.2586355,3290
2.6388516,2.4696567,-1.8423256,0.81281585,1.1239547,4.7017775,0.33681676,0.5415133,3299
1.5879229,1.9607925,0.17934176,3.4401827,0.61235905,-1.2310017,2.7547739,9.278922,3458
2.775095,-0.87672144,3.9896712,3.53747,-1.2599449,3.40666,0.61741483,6.8884883,3461
0.39705354,-0.6521669,1.6532168,1.0455555,-1.0909793,3.8593178,-0.5063222,1.7794012,3481
0.34123576,0.88144886,-0.07234022,0.903692,-0.1923657,0.9745955,-0.568378,4.448086,3490
4.0360847,2.5478568,4.27668,5.5155883,2.5000672,-1.0481291,2.738836,7.108374,3494
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,3618
-2.4089894,1.952957,1.9150729,3.0819807,1.556472,1.8442397,1.5395865,2.058326,3640
2.1172235,0.9210739,3.4886014,4.2614408,-0.67480975,2.1955233,1.9017131,4.8617635,3717
-0.4807847,-0.65162885,0.117309816,0.91146564,-0.4213137,2.2533646,-0.040365487,1.3859935,3743
3.8726497,0.8778283,-0.1583162,0.67440706,1.8462635,3.5294685,1.2089154,-1.0368425,3751
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,3752
0.34504876,1.3725694,-1.8087121,0.08009707,0.7817017,1.0302899,-1.4769781,-2.0228415,3785
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,3847
-0.4887846,1.132267,1.5102572,1.6122191,-1.4062755,5.017238,-0.3958505,4.550989,3959
0.54914474,0.013062689,2.5859761,3.3822823,-1.259231,3.6203382,2.5445685,5.618407,4011
0.626313,-0.2707626,1.0378428,0.83151686,0.4683255,3.8007023,-0.38649824,2.4956388,4036
-0.16341896,0.62010413,-1.362558,1.3965547,0.8414782,1.2411267,-3.1564646,-1.5512948,4050
-0.45408517,2.6375685,3.8236475,2.8625216,-0.7791179,2.4165688,0.8368015,2.8877044,4157
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,4248
4.0360847,2.5478568,4.27668,5.5155883,2.5000672,-1.0481291,2.738836,7.108374,4274
1.1278359,0.12100938,4.7349706,4.286469,-1.5595788,3.643323,0.17814693,5.2538366,4291
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,4336
-0.8708374,3.0277877,3.1223803,4.7991395,-1.2554057,0.99315304,0.507738,5.0531,4347
-0.24016777,2.5914226,-0.7544893,0.3339759,-0.737784,2.2115488,-1.9147345,-1.2029705,4398
-0.75668967,0.17282343,1.0844761,3.762957,-0.021226168,0.86530775,1.3868759,4.7535434,4406
-2.2408218,-0.16244414,1.2693738,2.439523,-1.0109568,1.2856157,-1.4154161,0.52056706,4431
3.4146187,4.08228,-2.4672744,0.7655547,-0.7926819,2.1060073,0.89330006,2.491418,4433
-1.2178776,2.616184,2.8009272,3.8874557,1.1602739,-2.5327177,1.0516448,5.7473235,4467
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,4489
0.78073084,-1.3153965,2.8738198,2.6094542,-3.2691944,4.47337,0.31321958,6.359441,4512
-0.81495845,-0.79385686,1.4522884,0.30587712,-0.90110826,1.111554,-1.0953896,2.0405138,4606
-1.2440012,1.7769711,-0.74086565,0.61316013,-0.4324525,0.7211817,-1.6044055,0.65736043,4622
-0.7034232,3.01229,3.7026803,4.0255723,0.33644253,2.1258788,1.9969281,6.4844947,4646
0.88502014,1.6401796,1.2520435,3.0125923,-0.3522279,2.2361226,0.8664627,4.458914,4688
3.657442,0.8173142,2.567463,3.686107,1.8683918,1.7853466,5.4890246,9.212851,4696
-1.2875857,0.4505591,-0.68716985,0.4901492,0.5465628,1.168742,-2.0292108,2.6525867,4903
2.6936853,0.5737925,3.5257025,3.5790114,0.18648672,2.9639606,3.1544387,7.9320173,4923
1.5632384,2.615126,2.8202863,4.6029744,0.5294192,-1.6497906,1.4949751,7.0001574,5031
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,5053
1.7521112,4.1274004,0.9973751,4.343798,0.22824985,1.317669,2.630757,7.432368,5055
-2.4204526,0.76686037,-0.9905778,1.4750555,0.34490305,1.2844104,-0.7909783,0.9267739,5059
-0.8974906,1.8724737,2.0084596,1.7985542,0.31608415,1.0762337,1.0473583,4.0855803,5188
0.5904652,1.3266995,0.16939098,1.708695,0.8759281,1.296494,0.061281666,-0.6106514,5237
1.5893759,1.5476431,1.9905921,1.4900734,1.6357745,1.2878033,3.2391455,5.398548,5251
0.32633048,-0.19687048,-0.26010522,1.2298506,-0.012259006,1.9581289,0.8691994,2.4205532,5267
3.8702693,2.8666863,3.373096,2.9905915,0.677161,1.9109588,4.8308716,7.4656343,5296
2.7349377,0.46237078,3.4306612,3.9571695,-0.4584415,3.0837765,1.4934818,6.0904284,5313
0.03560578,-0.029576477,0.8948352,2.2808096,0.26505828,1.4816636,0.47053602,-0.3958521,5328
4.394969,1.5331264,2.5416243,5.0820155,1.3209869,2.0226336,4.155385,8.763248,5490
-1.3703252,0.3580765,-0.5975319,0.5324736,-0.6664687,1.260655,-1.6120244,0.8891547,5512
0.8190288,0.87854916,-0.9174378,-1.4435438,0.36170864,3.297672,-2.280717,-0.101286516,5524
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,5528
0.83040947,0.76325613,0.626903,0.307388,0.09637278,3.3114743,-0.7513572,0.3352948,5545
-0.64915895,0.89030576,0.1724396,0.53097004,0.009107948,1.5877897,-0.2533868,0.33520868,5582
-1.8807298,-1.0682148,1.0111101,1.2321334,0.77851737,2.5855699,0.17366841,1.3708017,5610
4.748705,1.660403,2.9737573,4.307331,1.2211362,-0.42125267,2.3718834,9.211646,5692
1.0449322,-0.05027124,2.1057584,4.3861346,0.8252328,0.21105205,1.668919,6.3317647,5759
1.519762,2.9779944,3.9316313,5.3489137,0.76487184,-2.0254235,2.5885897,6.138751,5824
0.31326574,1.2131908,0.3693058,0.66797423,0.7957299,1.9667431,-0.620173,-2.5779717,5868
-1.6918544,0.5104618,1.9021573,2.8592157,-0.65546227,3.4866092,-0.22833219,2.830713,5869
0.79579884,1.1313758,-2.3346472,1.0175731,-0.298805,1.1251916,-0.6751338,1.6917129,5935
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,6049
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,6082
-3.1372337,0.3134416,-0.92079264,3.1156971,-0.39445555,0.65353096,-1.9134241,1.1712984,6140
1.5828813,-0.2110782,1.4998733,0.432853,1.5005271,3.7741468,0.8095976,3.7553182,6144
-0.088786535,-0.2955,-2.1395528,-0.12588614,0.881001,3.6353073,-0.7287741,3.6084821,6179
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,6194
-1.4669284,2.3313668,-1.0492784,0.62286747,1.0126652,1.1988994,-1.2641087,1.9436438,6346
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,6412
-0.6768258,0.043054197,-1.1033857,-0.5768561,1.4726008,2.5749443,-1.8571023,1.1587714,6516
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,6565
0.16584955,1.6253836,2.4122276,4.1880164,-1.9097697,2.6820867,1.222452,4.208166,6717
-1.4912735,0.117809966,-2.408852,0.18599963,0.4083034,0.99622124,-1.0359899,-1.7503879,6732
2.4872532,2.0206792,3.0773861,5.4531403,-0.23993027,-0.658119,5.3622813,7.169137,6748
2.9373298,-0.5082154,-0.21418232,0.07291021,0.5485592,3.9115748,-0.23649782,0.124456026,6755
0.2783274,1.7541444,-0.5711642,-0.04773865,1.3173375,2.7589924,-0.8485124,1.014362,6764
-0.7486887,-0.5174499,-1.5490346,-0.23140037,-0.02432245,2.0729387,-2.0167701,1.376387,6806
2.0687766,2.2823942,1.5607487,1.2939159,0.03917402,3.894227,1.2385103,2.9636552,6822
1.1908349,2.9176123,2.876267,3.950391,0.8144622,4.283838,4.079821,6.64562,6874
0.111771144,0.67252135,-0.44816226,-0.3028013,0.20730482,3.3831668,-2.2110825,-0.14893404,6934
-0.73244,0.7209442,-0.644599,0.5808251,-0.10351943,2.5721614,-1.2995201,1.524854,6979
0.22864164,0.97577006,-1.0180538,-0.33613092,0.09541184,2.5413897,-2.2816093,-1.2701504,7139
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,7147
5.011615,1.6011988,4.064124,5.3879247,3.1980212,-0.26589137,2.511655,8.580063,7155
1.6495621,-1.914797,3.6607096,2.6232448,-1.7176591,3.638757,0.1767849,4.977512,7159
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,7161
3.3011963,0.8373408,2.6051817,4.3759604,0.17950082,-1.1654446,3.4381573,6.835867,7209
4.748705,1.660403,2.9737573,4.307331,1.2211362,-0.42125267,2.3718834,9.211646,7232
-1.5933055,1.4840319,1.8622465,3.7699175,-1.2267491,3.2155004,2.298535,1.4239637,7352
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,7353
-0.3535679,0.66175586,-2.182308,-1.2710042,0.46036884,2.1659207,-1.6018852,-1.2408113,7359
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,7397
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,7444
0.19625275,1.0246677,2.3714874,3.6181886,-1.4261658,3.9311683,2.1887388,3.022082,7548
4.394969,1.5331264,2.5416243,5.0820155,1.3209869,2.0226336,4.155385,8.763248,7594
3.6752102,1.8006082,2.2488964,3.461692,0.08602905,1.5351934,2.6822057,9.868158,7596
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,7634
2.3966482,1.4958549,4.9007964,3.773923,-1.9047459,0.5613171,2.004809,6.4533215,7644
1.1683937,2.0819097,2.5158596,3.9618366,-1.3987117,2.1462262,0.6308491,3.6290443,7703
3.289465,2.4776843,3.5733817,3.7475238,0.5274771,-1.4125873,2.7632697,8.664769,7773
3.1063633,4.2512608,1.6638706,4.149895,0.22862929,1.1168522,3.8627727,8.525707,7774
-1.4312166,2.1288645,2.629651,3.9835937,-2.7450922,0.30200577,-0.2654722,3.5837848,7809
0.14398067,1.6598933,-0.89335865,0.31628466,0.12819946,2.0198622,-0.83923244,3.8103144,7864
3.4167182,2.0620048,2.0687065,2.7815292,-0.7044562,1.4081721,1.7814528,10.342903,7875
4.200789,0.57444745,4.8548703,5.662309,5.714275,0.06820281,5.954113,7.562725,8101
-0.08581062,0.5740377,0.09668164,2.0149634,0.84035134,1.775606,0.7763226,1.5141485,8122
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,8185
0.7470826,-0.6758684,-3.0029607,0.4705579,0.3952676,3.4961479,-1.4227942,4.1434374,8201
1.7705829,1.9279399,1.1626401,5.5393906,0.8864085,1.4196413,5.0700874,5.765773,8214
2.0813184,-0.7904847,2.366951,0.22978213,0.39147234,5.368721,-0.91276073,1.7479181,8228
0.50179654,4.3688803,3.4619389,4.0957756,1.2870376,1.4348949,2.1535523,4.3085537,8241
-0.87260777,-0.19043568,3.9355862,4.6306224,0.66624784,1.7470027,1.7520593,1.7762605,8277
0.76321495,-0.5995714,1.842497,3.7520757,-0.99590826,2.828267,2.8536131,5.3346786,8344
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,8362
3.2409618,0.856762,3.1856718,2.29913,-2.4892063,1.8723453,0.8791362,7.955839,8381
1.6246697,2.44502,0.78976053,0.9835187,1.125666,0.63899845,2.499205,4.2040915,8413
-0.99970067,1.1169902,0.87676454,0.69650114,0.34179968,1.9122113,-0.07637814,3.9985688,8561
-0.37293342,1.690812,-0.58211344,-0.7646028,1.3090671,3.748937,0.5685476,0.9901285,8600
1.0678899,-2.9014297,4.2797027,3.4598227,-1.4778315,5.677051,-0.98682535,5.1615205,8616
1.2440939,1.7607206,2.0547688,2.475101,1.339238,0.64884174,0.7219881,4.615561,8652
0.28943837,1.4368346,3.844665,4.8324814,-0.96410114,-0.25773573,0.9793942,3.5494347,8678
-2.4526596,-0.34350196,-1.5587478,1.1151485,0.26648584,1.6538388,-2.1919374,0.9735189,8750
4.3477154,0.7458456,3.3588629,3.4521434,2.623197,-0.19824515,5.048066,9.206738,8767
0.29231066,2.390526,-0.38350883,2.8027413,1.0594963,-0.47817755,-1.4714389,3.394858,8790
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,8804
-0.8672472,0.5395878,-1.1324157,2.3753076,0.23318438,-0.141456,0.38595894,2.9533956,8810
4.3477154,0.74584574,3.3588629,3.4521437,2.6231968,-0.19824512,5.048066,9.206738,8813
4.6066585,1.1798207,3.1923265,3.7484207,1.7861409,-0.27031636,3.3469627,9.341508,8838
0.770617,1.402055,2.6393957,0.8952099,0.74575657,2.5482118,0.8762876,4.821932,8937
1.0419862,-0.8007278,2.0701551,3.2747102,-0.1861096,1.4393848,0.6527821,6.9909725,8951
4.2007885,0.57444793,4.8548703,5.6623096,5.714275,0.068203405,5.954113,7.562726,9023
4.6871448,0.9285738,2.9393983,3.2684355,1.3591748,-0.036027685,3.3136833,9.740031,9105
0.5437369,0.35051998,-1.1605144,1.9756761,0.94491976,3.195711,1.9764518,3.693049,9150
3.1505947,1.9199289,2.3037028,3.2639587,0.049629927,2.0882893,3.878462,9.528902,9203
0.42950168,3.2274299,3.3106647,3.9051373,-0.9620349,3.2511358,2.7078671,6.1323256,9216
0.8538362,-0.7242966,4.1947083,4.841589,-1.5175117,1.9084414,3.402753,4.9312305,9225
3.3563893,0.9073132,1.4559729,4.433061,-1.1624738,0.53578424,3.7601717,8.441204,9330
2.4327886,1.3401359,3.063857,4.5528097,0.26492393,-0.49870652,6.0564284,7.7918634,9368
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,9433
-1.081256,-0.55166537,-1.4313639,1.9125457,1.1549045,1.0036739,1.1023103,0.09307826,9442
0.16641137,1.521695,1.9489483,3.565558,-0.00040304568,1.897847,1.3400371,5.0349336,9475
4.630821,1.2356086,4.7464995,5.898123,4.699846,-0.32069498,3.7736094,7.9181128,9519
0.08587867,-0.95913684,0.35752574,1.8891481,0.038357258,2.6635253,0.7265501,2.7733521,9665
1.1920832,1.0339209,0.21490717,3.0515413,0.92502916,2.721953,1.8863037,1.383179,9690
-1.3306189,-0.32122496,-0.22476962,0.49855858,0.49846166,1.0598502,-0.02096501,1.8003411,9723
-0.21876962,2.956905,-1.3210745,0.6232006,0.3541741,1.1841736,0.08878291,1.6140707,9738
0.37379503,0.5808037,-1.3316112,-0.98179936,-0.8749234,2.5317643,-1.848817,-0.846647,9801
0.008461544,2.209015,-0.11475056,-0.3772936,0.37991825,3.882039,-1.9024423,0.79072005,9889
4.5566344,2.9301443,-2.083076,-0.8415414,-0.5455874,2.5320847,-0.27559784,0.56151026,9919
1.4244059,0.98465604,1.4198182,0.46303707,-1.2894096,2.8308685,0.008043855,2.8801508,10074
-0.56396174,1.9123335,-1.4598666,0.346305,0.047900185,2.7624123,-1.9398066,0.5917049,10079
0.6343823,0.024628613,1.6047553,2.447143,0.14977318,4.7192063,3.316258,5.5927835,10080
3.7449977,2.8432002,2.9252672,3.7634115,-0.71492445,-0.50954586,3.58924,9.680065,10084
-0.10023963,0.401786,-1.0854037,2.9210486,1.9281889,0.9810919,0.12900287,4.9155865,10140
0.38792235,0.840925,-2.074042,-0.47515988,0.098512106,1.6132758,-1.9096721,-1.5171022,10148
